startupName,startupLinkedIn,startupSite
FUNDSLINK,https://www.linkedin.com/company/fundslink,https://www.fundslink.com/
FunLight,,http://funlight.io/
FURIOOS,https://www.linkedin.com/company/furioos,https://www.furioos.com/
FUSYON,https://www.linkedin.com/company/10949921,https://fusyon.tech/
G.AI.A,https://www.linkedin.com/company/campaign-express-llc,http://gaia.camp/
Gamatech,https://www.linkedin.com/company/gamatech,https://www.gamatechgroup.com/
Gambit - Birdee,https://www.linkedin.com/company/gambitfinance,http://www.gambit-finance.com/
GameTree,https://www.linkedin.com/company/gametree,https://gametree.me/
GaZoom,https://www.linkedin.com/company/gazoom,https://gazoom-app.com/
Generated,,https://generated.io/
GENIE,https://www.linkedin.com/company/meet-genie,https://meetgenie.co/
GenSmart,,https://www.gensmart.me/
GEO-PALLET by NETNOW,https://www.linkedin.com/company/netnow-the-iot-agency,http://netnow.eu/
Geo-Psy,,https://geo-psy.com/
Get4click,,http://get4click.ru/
GetMine Healthy Pleasure,https://www.linkedin.com/company/getmine,http://www.getminehp.com/
GIAH International,https://www.linkedin.com/company/giah,https://www.giahinternational.com/home
Giant Leap,https://www.linkedin.com/company/vivapets,https://shop.vivapets.com/
Giftapart Inc.,https://www.linkedin.com/company/giftapart,https://giftapart.com/
Gigworks,https://www.linkedin.com/company/gigworks-llc-&-gmbh,http://gigworks.com/
git//scale,https://www.linkedin.com/company/gitscale,http://www.gitscale.io/
GIVETOU,,https://www.givetou.pt/
GLAD People,https://www.linkedin.com/company/glad-people,http://www.gladpeople.co.uk/
Glimpse,https://www.linkedin.com/company/glimpse-app,http://www.glimpse.ws/
Global For You,https://www.linkedin.com/company-beta/11007670/admin/updates/,http://www.global-foryou.com/
globaldatanet,https://www.linkedin.com/company/globaldatanet,https://globaldatanet.com/
Globestamp,https://www.linkedin.com/company/globestamp,https://globestamp.com/
Go Touch VR,https://www.linkedin.com/company/go-touch-vr,https://www.gotouchvr.com/
GoApp,https://www.linkedin.com/company/goapp-pet,https://goapp.pet/
GoBI Business Intelligence Solutions,https://www.linkedin.com/company/gobi-solutions,https://www.gobi.solutions/
GOiN,https://www.linkedin.com/company/11103907/,https://goin.events/
Gooders,https://www.linkedin.com/company/25068193,http://www.gooders.com.br/
Goodevent,https://www.linkedin.com/company/goodevent-io,https://goodevent.com/
GoParity,https://www.linkedin.com/company/goparity,https://goparity.com/
goQba technology,,http://www.goqba.com/
GoReviewMe,https://www.linkedin.com/company/goreviewme,https://www.goreview.me/
GoThinkers,,http://www.gothinkers.school/
GOVWISE,https://www.linkedin.com/company/govwise,https://en.govwise.biz/
GoWabi - Spa & Beauty Booking Application,https://www.linkedin.com/company/gowabi,https://www.gowabi.com/th/
GOXO,https://www.linkedin.com/company/goxo,https://www.goxo.es/
GoXtrip,,https://www.goxtrip.com/
Graspway,,https://www.graspway.com/
Green Island,,http://www.greenisland.tech/
Grouply,,https://www.grouply.app/
GrowFlow,https://www.linkedin.com/company/artbees,https://growflow.ai/
GROWLabs.tech,https://www.linkedin.com/company/growlabstech,https://growlabs.tech/
GRUPPA,,https://gruppa.nl/
Habitus Posture Ltd,https://www.linkedin.com/company/habitus-posture,http://www.habitusposture.com/
Hacarus,https://www.linkedin.com/company/hacarus,https://hacarus.com/
Hackages,https://www.linkedin.com/company/hackages,https://hackages.io/
Hafnium Labs,https://www.linkedin.com/company/hafniumlabs,https://hafniumlabs.com/
Hakdefnet GmbH,,https://hakdefnet.com/
Happiness Foundation,https://www.linkedin.com/company/happiness-com,https://www.happiness.com/
Happix,https://www.linkedin.com/company/happix,https://happix.nl/
Happy App,,http://happy-app.eu/
Hassl,https://www.linkedin.com/company/hassl,https://hassl.co/
Hastic,https://www.linkedin.com/company/hastic,https://hastic.io/
HAVR,https://www.linkedin.com/company/havrsmartlock,https://www.havr.io/
HeadExam,,http://headexam.eu/
Houzkeys,,http://www.houzkeys.com/
Hubot,https://www.linkedin.com/company/hubot---automa%C3%A7%C3%A3o-de-ambientes,http://www.hubot.com.br/
hubsell,https://www.linkedin.com/company/hubsell,https://hubsell.com/
Human Insight,https://www.linkedin.com/company/526456,https://human-insight.com/
Human Predictive Intelligence,https://www.linkedin.com/company/human-predictive-intelligence,https://group-hpi.com/
Human Race,,https://thehumanrace.co/
Humans that Make,https://www.linkedin.com/company/humans-that-make,http://humansthatmake.com/
HumanSurge,https://www.linkedin.com/company/humansurge,https://www.humansurge.org/
HumanVoice,https://www.linkedin.com/company/humanvoice,https://www.humanvoice.de/
Humio,https://www.linkedin.com/company/humio,https://www.humio.com/
Husarion,https://www.linkedin.com/company/husarion,https://husarion.com/
HYP3R,https://www.linkedin.com/company/wearehyp3r,https://www.hyp3r.io/
iam.io,https://www.linkedin.com/company/iam-io,https://www.iam.io/
iBridge People,https://www.linkedin.com/company/ibridgepeople,https://www.ibridgepeople.com/
iColumbarium,https://www.linkedin.com/company/columbarium,https://icolumbarium.co/
Icontrends - Keep Warranty,https://www.linkedin.com/company/keepwarranty,https://www.keep-warranty.com/
iCoupon,https://www.linkedin.com/company/icoupon-ico,https://icoupon.io/
IDEEZA,https://www.linkedin.com/company/ideeza1826,http://ideeza.com/
Idehhub,https://www.linkedin.com/company/11261002/,http://www.idehhub.com/
iDialogue,,https://idialogue.com/
iDocPassport,https://www.linkedin.com/company/idocpassport,http://www.idocpassport.com/
iGrant.io,https://www.linkedin.com/company/igrantio,https://igrant.io/
Imagifinity Ltd.,https://www.linkedin.com/company/imagifinity,https://www.imagifinity.com/
Impact,https://www.linkedin.com/company/impact-integrated,https://oman.ai/
Improving Metrics,https://www.linkedin.com/company/improving-metrics,http://www.improvingmetrics.com/
Incomaker,https://www.linkedin.com/company/10394208/,https://www.incomaker.com/
Indoor 4.0,https://www.linkedin.com/company/indoor40,https://www.indoor40.com/
iNetworks - SkillDNA,https://www.linkedin.com/company/skilldna,http://www.desiredskills.com/
INFINITY,https://www.linkedin.com/company/18421935,https://startinfinity.com/
Influbook,https://www.linkedin.com/company/influbook,https://influbook.io/
INFORMAT - Intelligent Forest Management Technologies,,https://www.informatproject.com/
Ingress Industries,https://www.linkedin.com/company/ingress-industries,https://ingressindustries.com/
InHype,https://www.linkedin.com/company/Inhype,http://www.inhype.social/
inniti,https://www.linkedin.com/company/inniti.ivs,http://www.inniti.dk/
INNOSPOT,https://www.linkedin.com/company/18115111/,https://innospot.de/
Innovation Atelier Ltd,https://www.linkedin.com/company/innovation-atelier-sa,http://innovationatelier.com/
Inowaste,https://www.linkedin.com/company/inowaste-group,https://www.inowaste.com/
INSBID Sp. z o.o.,,https://www.insbid.pl/
Inspector Cloud,,http://www.inspector-cloud.com/
intellify,https://www.linkedin.com/company/intellify,https://intellify.dk/
Intern Pursuit,https://www.linkedin.com/company/internpursuit,http://internpursuit.tech/
inTouch,https://www.linkedin.com/company/intouchemotions,http://intouchemotions.com/
IntuitiveMind,,https://www.intuitivemind-ip.org/
invest4shares.com,,https://invest4shares.com/
Invisible Collector,https://www.linkedin.com/company/invisible-collector,https://www.invisiblecollector.com/
Invisible Toys,https://www.linkedin.com/company/invisibletoys,https://invisible.toys/
IOTECH - Innovation on Technology,https://www.linkedin.com/company/iotechpt,https://iotech.pt/
IPaidThat,https://www.linkedin.com/company/ipaidthat,https://ipaidthat.io/
ircycle,,http://www.ircycle.com/
ISARS,https://www.linkedin.com/company/isars,https://isars.company/
Issy,,http://www.issy.nu/
iSticker Pte. Limited,https://www.linkedin.com/company/isticker-globalplatformforarchitecture&interiordesign,https://www.isticker.com/
ItsMyCargo,https://www.linkedin.com/company/itsmycargo,http://www.itsmycargo.com/
"J2C Co., Ltd.",,http://www.jtwoc.com/
Jaacoo,https://www.linkedin.com/company/jaacoo,https://jaacoo.com/
Jhaiho,https://www.linkedin.com/company/jhaiho,https://jhaiho.com/
Joint Commonwealth Fund,https://www.linkedin.com/company/jcf-world,https://jcf.world/
JSEcoin ltd,https://www.linkedin.com/company/jsecoin-ltd,https://jsecoin.com/
"Justy's Adventure Co., Ltd.",,http://www.marineschedule.com/
Kalifast by EISGE,https://www.linkedin.com/company/kalifast-by-eisge,http://kalifast.com/
Kaltio Technologies Oy,https://www.linkedin.com/company/kaltio-technologies,https://kaltiot.com/
KaryoGun,,http://karyogun.com/
KashKlik,https://www.linkedin.com/company/kashklik,https://kashklik.com/
Kazi,https://www.linkedin.com/company/kazi-nv,https://kazi.be/en
KERRIS IT,https://www.linkedin.com/company/kerrisgroup,https://kerrisit.com/
KiberSec,https://www.linkedin.com/company/kibersec,https://kibersec.com/
Kidsquare,https://www.linkedin.com/company/kidsquare-co,https://kidsquare.co/
Kimonus Inc,https://www.linkedin.com/company/kimonus-official,https://kimonus.com/
Kingsmen Coffee,https://www.linkedin.com/company/kingsmen-coffee/?originalSubdomain=in,http://kingsmencoffee.com/
Kiss my Score,https://www.linkedin.com/company/kiss-my-score,https://www.kissmyscore.com/
Koala Rest,https://www.linkedin.com/company/koalarest,https://www.koalarest.com/
Koek,https://www.linkedin.com/company/firma-koek,https://www.koek.nl/
Kokoro Studio,https://www.linkedin.com/company/kokorostudio,http://www.kokorostudio.es/
Komito,https://www.linkedin.com/company/komito,https://www.komito.co/
Koonnect,https://www.linkedin.com/company/koonnect,https://www.koonnect.com/
KTSCHNG,,http://www.ktschng.com/
Kudizmo,https://www.linkedin.com/company/11220986,http://www.kudizmo.com/
Kwaita - Food Social Network,,http://www.kwaita.tech/
KYC platform,https://www.linkedin.com/company/kycplatform,https://kycplatform.com/
LADSensors,https://www.linkedin.com/company/ladsensors,http://ladsensors.com/
LALADOC,https://www.linkedin.com/company/laladoc,https://www.laladoc.com/
Lalibela Global-Networks,,https://www.lalibelaglobal.com/
LAMA,https://www.linkedin.com/company/lama-app,https://lama-app.com/
Lance Hotéis,,https://www.lancehoteis.com/
LanguagePilot GmbH,https://www.linkedin.com/company/languagepilot-gmbh,https://languagepilot.ai/
LAPO BLOCKCHAIN AG,https://www.linkedin.com/company/lapo-blockchain,https://lapo.io/
Lavaimagem Web & Brands Agency,https://www.linkedin.com/company/lavaimagem,https://www.lavaimagem.com/
LAVIU,,https://www.laviu.de/
Lawra,https://www.linkedin.com/company/lawra-morethanyourlegalassistant,https://www.lawra.io/
LearnNets,https://www.linkedin.com/company/learnnets,http://www.learnnets.com/
Lebelik,,http://lebelik.com/
LEBO Apps,,https://lebo-apps.com/
"Legal Army, S.L.",https://www.linkedin.com/company/legal-army,http://www.legalarmy.net/
LegalVision,https://www.linkedin.com/company/legalvision-fr,https://www.legalvision.fr/
Lentii,https://www.linkedin.com/company/lentii,https://www.lentii.com/
Leva,https://www.linkedin.com/company/levaorg,https://leva.pe/
Lexigogo,https://www.linkedin.com/company/lexigogo,http://www.lexigogo.com/
Libretrend,https://www.linkedin.com/company/libretrend,https://libretrend.com/
Lightbringer Tech Limited,,http://www.lightbringertech.com/index.php/
LightMeApp,https://www.linkedin.com/company/lightmeapp,http://lightmeapp.net/
Liiiving,,http://www.liiiving.com/
Like Fridays,,https://likefridays.com/en
Like Locals,https://www.linkedin.com/company/like-locals,http://likelocals.co.uk/
LikeBank,https://www.linkedin.com/company/likebank,http://likebank.com/
Lim9,https://www.linkedin.com/company/lim9,https://www.lim9.com/
Lingvo&Food,https://www.linkedin.com/company/francaisandfood,http://lingvoandfood.com/
Link Redglue,https://www.linkedin.com/company/redglue,http://redglue.eu/
Linkkoin.com,https://www.linkedin.com/company/linkkoin,https://linkkoin.com/
Linkmyplace,https://www.linkedin.com/company/linkmyplace,http://www.linkmyplace.com/
Linkobi,https://www.linkedin.com/company/linkobi,http://www.linkobi.com/
Lipowise,,http://www.lipowise.tech/
LittleFish,,http://www.littlefish.africa/
LMSos,https://www.linkedin.com/company/lmsos,http://www.lmsos.com/
Localyze,https://www.linkedin.com/company/localyze,https://www.localyze.de/
Logica Ltd,,https://logica.website/
LOKA,https://www.linkedin.com/company/15220088,https://loka.systems/
LOOP APP FZLLC,https://www.linkedin.com/company/theloopapp,http://www.theloopapp.me/
Lowtrip,,https://lowtrip.ru/
LQ Enterprise GmbH,,https://jobkraftwerk.com/
Lume,,https://www.projectlume.com/
LUMEER,https://www.linkedin.com/company/answer-institute,https://www.lumeer.io/
Luvotels,https://www.linkedin.com/company/luvotels,https://www.luvotels.com/
Lympik,https://www.linkedin.com/company/lympik,https://lympik.com/
Lytho,,http://www.lytho.com/
Macty,https://www.linkedin.com/company/li-macty-eu,https://www.macty.eu/
maform,https://www.linkedin.com/company/maform,https://www.maformdesign.com/
Magik Book,https://www.linkedin.com/company/magik-book,http://www.magikbook.com/
MakeWise,https://www.linkedin.com/company/makewise,http://checkpoint.vision/
maksat.PRO,,https://maksat.pro/
Malena App LLC,https://www.linkedin.com/company/malena-uae,http://malenaapp.com/
"Mall IQ, Inc.",https://www.linkedin.com/company/mall-iq-inc,http://www.malliq.com/
Mapidea Location Intelligence,https://www.linkedin.com/company/mapidea,http://mapidea.co/
Mapify,https://www.linkedin.com/company/mapifylocationintelligence,https://www.mapify.ai/
mapmind,,https://mapmind.de/
mapofmissions,,https://www.mapofmissions.com/
MapTiler,https://www.linkedin.com/company/octogeo,https://www.maptiler.com/
Marine Trade,https://www.linkedin.com/company/marinetradeapp,https://marinetrade.com/
Match-Photos,https://www.linkedin.com/company/11255244/,http://match-photos.com/
MatchManao GmbH,https://www.linkedin.com/company/matchmanao,https://matchmanao.de/
Math Wizards,,https://www.mathwizards.org/
matr,https://www.linkedin.com/company/matrproject,https://www.matrproject.com/
Mealzer,,https://mealzer.com/
Mechanic,https://www.linkedin.com/company/mechanicguide,https://mechanic.guide/
MedicalRound Ltd,https://www.linkedin.com/company/medicalround-ltd,http://www.medicalround.com/
MedLive,https://www.linkedin.com/company/globalmedlive,https://www.medlive.pt/
MedVisit,https://www.linkedin.com/company/10290577,http://medvisit.io/
MEERSENS,https://www.linkedin.com/company/meersens,https://www.meersens.com/
Meeshkan,https://www.linkedin.com/company/meeshkan,https://meeshkan.com/
Melapus Ltd,,https://melapus.com/en
Melior AI,https://www.linkedin.com/company/meliorai,https://melior.ai/
Mentorite,,http://mentorite.co.uk/
Menú dd App España SL,https://www.linkedin.com/in/jo-crumlin-556a58144/,https://venueswithmenus.online/
Meraki,https://www.linkedin.com/company/meraki-exchange,https://www.meraki.exchange/
MESHR,https://www.linkedin.com/company/meshr,http://meshr.io/
Messagenius - SECURE ENTERPRISE MESSAGING,https://www.linkedin.com/company/vms-me-,https://messagenius.im/
Metri,,https://metri.net/
Metro,https://www.linkedin.com/company/metro-platform,https://metro.exchange/
Meu Carteiro,,http://www.meucarteiro.com.br/
meuResíduo,https://www.linkedin.com/company/meures%C3%ADduo,http://meuresiduo.com/
MidiaPark,https://www.linkedin.com/company/midiapark,http://www.midiapark.com.br/
Milage Learn+,,http://milage.ualg.pt/?page_id=1181#learn
Millimetric,https://www.linkedin.com/company/millimetricio,https://www.millimetric.io/
Mindflow,https://www.linkedin.com/company/mindflow-desenvolvimento-pessoal-e-organizacional,http://mindflow.pt/
Mindfule,,https://www.mindfule.app/
MineWatch,,http://minewatch.io/
MINT Service Desk - AI Driven,https://www.linkedin.com/company/opgksoftware,http://www.mintsd.com/
MintCloud,https://www.linkedin.com/company/mintcloud,https://biz.mintcloud.me/
Missionware,https://www.linkedin.com/company/missionware,http://www.missionware.com/
Mixedtek,https://www.linkedin.com/company/Mixedtek,http://www.mixedtek.com/
ML Academy Limited,https://www.linkedin.com/company/mylearningacademy,http://www.mylearningacademy.com/
Mo'Real Universe SRL,https://www.linkedin.com/company/18289661,https://indexar.ro/
Mobile Scorecard,https://www.linkedin.com/company/business-net-solutions,https://www.businessnetsolutions.co.uk/
Mobip,https://www.linkedin.com/company/mobip,https://www.mobip.fr/
MobiQueue,https://www.linkedin.com/company/mobiqueueapp/?originalSubdomain=pt,http://www.mobiqueueapp.com/
Modaris,https://www.linkedin.com/company/modaris-qatar,https://www.modaris.me/
ModelMob,https://www.linkedin.com/company/modelmob?originalSubdomain=ca,http://www.modelmob.co/
MoneyRebel,https://www.linkedin.com/company/moneyrebel,https://www.moneyrebel.com/
MonitorizeMe,https://www.linkedin.com/company/monitorize-me-,https://monitorizeme.com/
monthly,,http://www.monthly.de/
moodit,https://www.linkedin.com/company/moodit,http://www.moodit.com/
Moon,https://www.linkedin.com/company/moonxyz,https://moon.xyz/
Moonpay,https://www.linkedin.com/company/moonpay,http://www.moonpay.io/
Moonshot Innovation.,https://www.linkedin.com/company/moonshot-innovation-s-l,https://www.moonshot.ceo/
Moot - The Movement Lab,,https://www.mootmovementlab.com/
MorphCast Face Recognition,https://www.linkedin.com/company/morphcast,https://www.morphcast.com/
Motel Next - Automated Self Check-in Motel Franchise,https://www.linkedin.com/company/motelnext,http://www.motelnext.hu/
motel.io,https://www.linkedin.com/company/motelio,https://www.motel.io/
Motion-S,,https://www.motion-s.com/
Motionlab,https://www.linkedin.com/company/motionlabcz,http://motionlab.io/
MOZAYC,https://www.linkedin.com/company/mozayc,https://mozayc.net/
MPS MOBILEPRINT SERVICES,https://www.linkedin.com/company/mps-mobileprint-services,https://www.mps2me.com/
MRT International ltd.,,http://myrobottime.co.kr/
MTOC International,,https://mtocinternational.com/
Muarts,https://www.linkedin.com/company/muarts,https://www.muarts.tech/
Multy,https://www.linkedin.com/company/11323829,http://multy.io/
"Mundo Bags, We take care of your luggage",https://www.linkedin.com/company/mundo-bags,https://www.mundo-bags.pt/
Muutech Monitoring Solutions,https://www.linkedin.com/company/muutech,http://www.muutech.com/
Muuv,https://www.linkedin.com/company/muuv.pt,http://www.muuv.pt/
Muzlu Bilisim A.S.,,https://www.muzlu.com/
My Basketball Team,,https://mybasketteam.com/
MY DATA manager - GDPR Management Solution,https://www.linkedin.com/company/mydatamanager,https://mydatamanager.eu/
My Ovaplan,https://www.linkedin.com/company/myovaplan,http://www.myovaplan.com/
Mya Care,,http://www.myacare.com/
MyBonWays,,http://www.mybonways.com/
Mycardmap,,https://www.mycardmap.com/
MyCleanCity,https://www.linkedin.com/company/savana-solutions,http://www.mycleancity.nl/
Myfablab,https://www.linkedin.com/company/myfablab,https://myfablab.com/
Myfugo,,https://myfugo.com/
MyHappyLunchBox,,http://www.happylunchbox.co/
MYNAMEIS,,https://www.mynameis.company/
MyPolis,https://www.linkedin.com/company/mypolis,https://mypolis.tech/
MyProGuide Inc.,https://www.linkedin.com/company/17903322/,https://www.myproguide.com/
Myride Middle East,https://www.linkedin.com/company/myride-middle-east,https://www.myride.ae/
MyTree,,http://my-tree.me/
myWaste,https://www.linkedin.com/company/inspire-it-portugal,http://mywaste.pt/
Nalantis,https://www.linkedin.com/company/nalantis,https://www.nalantis.com/
NAU.mobi,https://www.linkedin.com/company/nau-mobi,https://nau.mobi/
nBanks,,http://www.nbanks.info/
Nearsoft Solutions,https://www.linkedin.com/company/nearsoft-solutions,https://nearsoftsolutions.com/
Nect GmbH,https://www.linkedin.com/company/17923890/,https://nect.com/
NeedsMap- İhtiyaç Haritası,https://www.linkedin.com/company/ihtiya%C3%A7-haritas%C4%B1/?originalSubdomain=tr,https://needsmap.coop/
Negobooking,https://www.linkedin.com/company/negobooking,https://www.negobooking.com/
Neohelden,https://www.linkedin.com/company/neohelden,https://neohelden.com/
NEOSTARTER GmbH,https://www.linkedin.com/company/neostarter,https://www.neostarter.com/
NestEgg Infrastructure B.V.,https://www.linkedin.com/company/nestegg-infrastructure,https://nestegg.eu/
NetBrit,,https://www.netbrit.com/
Neuritos,https://www.linkedin.com/company/neuritosoficial,http://www.neuritos.com/
neurocat GmbH,https://www.linkedin.com/company/neurocat-gmbh,https://www.neurocat.ai/
Newoxygen,https://www.linkedin.com/company/10976039/admin/updates,https://newoxygen.com/
Nexio Cloud,https://www.linkedin.com/company/nexiocloud,https://nexiocloud.com/
NextReality,https://www.linkedin.com/company/next.reality,http://www.nextreality.com/
Nexus Edge | ALANA,https://www.linkedin.com/company/nexus-edge,http://nexusedge.co/
Nikoin,https://www.linkedin.com/company/nikoin,https://nikoin.com/
Nimest,https://www.linkedin.com/company/nimest-tech,https://www.nimest.tech/
Nina Mobile,,https://ninamobile.org/
Ninja Lender,https://www.linkedin.com/company/ninja-lender,https://ninjalender.net/
Nino City,https://www.linkedin.com/company/ninocity,https://ninocity.com/
Nomad Real Estate,https://www.linkedin.com/company/nomad-real-estate,http://www.nomadrealestate.pt/
NomadX,https://www.linkedin.com/company/nomadx,https://www.nomadx.com/
NoMorePass,https://www.linkedin.com/company/nomorepass,https://nomorepass.com/
Nota Nota,https://www.linkedin.com/company/nota-nota-limited,http://nota-nota.com/
Noteb.com,https://www.linkedin.com/company/starchaser-studios,https://noteb.com/
NowCookin',https://www.linkedin.com/company/nowcookin,http://www.nowcookin.com/
NUBEUS SAS,,https://nubeus.fr/
nuka,,https://nuka.me/
Numerized,https://www.linkedin.com/company/numerized,https://numerized.com/en/
NutraSign,https://www.linkedin.com/company/nutrasign,https://nutrasign.io/
nuucon,https://www.linkedin.com/company/nuucon,https://nuucon.io/
NUWA Technologies S.r.l.,https://www.linkedin.com/company/nuwa-technologies,https://www.nuwatech.com/
nvite,https://www.linkedin.com/company/nviteapp,https://www.nviteapp.com/en
Oak Peak Business Services,https://www.linkedin.com/company/oakpeak,http://www.oakpeak.pt/
OceanGlamour- Bio Sal,,http://www.oceanglamour.pt/
ODE.systems,https://www.linkedin.com/company-beta/18018383/,http://www.ode.systems/
OKEY CLICK,https://www.linkedin.com/company/okeyclick,http://www.okeyclick.com/
OLIMP,https://www.linkedin.com/company/18585863,http://www.olimpworld.com/
Omniboost BV,https://www.linkedin.com/company/omniboost.io,https://www.omniboost.io/
Omnix Labs,https://www.linkedin.com/company/omnixlabs,https://www.omnixlabs.com/
OnBrand,https://www.linkedin.com/company/the-smart-group-ireland-,https://onbrandhq.com/
ONEASME GmbH,https://www.linkedin.com/company/oneasme,https://www.oneasme.com/
OneID,https://www.linkedin.com/company/oneidnetwork,https://www.oneid.network/
Onirica VR,https://www.linkedin.com/company/onirica-vr,https://www.oniricavr.com/
OnMindIn,,https://onmindin.com/
open World,,https://open-world.app/
OPIÑON,https://www.linkedin.com/company/opi%C3%B1on,https://www.getopinon.com/
Opoplan,https://www.linkedin.com/company/18374047,https://opoplan.com/
OpSeeker,https://www.linkedin.com/company/opseeker,https://opseeker.com/en/
Optim'Match,,https://www.optimmatch.com/
Optime,https://www.linkedin.com/company/optimebusiness,https://optime.me/
Optimerce,,https://www.optimerce.io/
Orderstate,https://www.linkedin.com/company/orderstate,https://www.orderstate.com/
ORION,https://www.linkedin.com/company/orion-ts,https://orion-ts.hk/
Otcer.ph,,https://www.otcer.ph/
"outCOme - Clínica Organizacional, lda.",https://www.linkedin.com/company/outcome---clinica-organizacional-lda-,http://www.outcome.pt/
Outgrow,https://www.linkedin.com/company/outgrow.co,https://outgrow.co/
Outivate,https://www.linkedin.com/company/outivate,https://www.outivate.com/
Outmix,,http://outmix.co/
Overfit Technologies,,https://www.overf.it/
OyO - Organize You Office,https://www.linkedin.com/company/oyo---organize-your-office,https://oyo.pt/
P.W. DIGITAL TOMASZ KACZMAREK,https://www.linkedin.com/company/newmediavr,http://newmediavr.com/
PagaTudo,,http://www.pagatudo.com/
Paleocoin,,http://www.paleocoin.org/
PANDA GmbH,https://www.linkedin.com/company/panda-gmbh-hamburg,https://panda.technology/
Pangea,https://www.linkedin.com/company/pangeamt,https://pangeamt.com/
Paperwrk,https://www.linkedin.com/company/15079648,http://www.paperwrk.net/
Party Play,https://www.linkedin.com/company/party-play,http://www.partyplay.cc/
Passbolt,https://www.linkedin.com/company/passbolt,https://www.passbolt.com/
PassCamp,https://www.linkedin.com/company/passcamp,https://www.passcamp.com/
Passparto,https://www.linkedin.com/company-beta/18128424,http://www.passparto.com/
Password Crypt,https://www.linkedin.com/company/password-crypt,https://pcrypt.com/
PastbeeKorea,,https://pastbee.com/
Patient Innovation,,https://patient-innovation.com/
"Pay 4 Brain, Inc.",https://www.linkedin.com/company/pay4brain,http://www.pay4brain.com/
Pay Reverse,,https://www.payreverse.com/
PayCore.io,https://www.linkedin.com/company/paycore,https://paycore.io/
Payhawk,,https://payhawk.io/
PeachPie,https://www.linkedin.com/company/iolevel,https://www.peachpie.io/
PeaCounts,https://www.linkedin.com/company/peacounts-inc,http://www.peacounts.com/
Peafowl Solar Power AB,https://www.linkedin.com/company/peafowl-solar-power-ab,https://www.peafowlsolarpower.com/
Pedagogo Limited,https://www.linkedin.com/company/pedagogo-limited,http://www.pedagogo.co.uk/
PEER2BEER,https://www.linkedin.com/company/peer2beer,https://p2.beer/
Peerspots,https://www.linkedin.com/company/peerspots,http://www.peerspots.com/
PerfectChat,,https://perfectchat.com/
PERKSPOTTING,https://www.linkedin.com/company/perkspotting.,https://www.perkspotting.com/
Persistence Data Mining,,http://persistencedatamining.com/
PetDule - Your Pet Schedule & Market,,http://www.petdule.com/
PETRAOS,,http://www.petraos.com/
PetWorld Global,https://www.linkedin.com/company/petworldglobal,https://petidglobal.com/
Peyk,https://www.linkedin.com/company/peykuk,https://www.peyk.uk/
Pharmznanie (Pharmaceutical knowledge in translation),,http://en.phz.team/
PHPblocks,,https://www.phpblocks.io/
PHYSIO IN A BOX,,http://www.physio-in-a-box.com/
Piece of Cake AI,https://www.linkedin.com/company/tyris-software,https://pieceofcake.ai/
Pillgo Smart Pillbox,,https://www.pillgo.co/
PIPA Apps,,http://programapipa.pt/
Pitchy,,http://www.mypitchy.com/
PixyApp,https://www.linkedin.com/company/pixyapp,https://www.pixyapp.com/
Places,,https://www.placesmobileapp.com/
PLANETIERS,https://www.linkedin.com/company/planetiers,http://www.planetiers.com/
Plannr.eu,https://www.linkedin.com/company/plannr-eu,https://plannr.eu/
PLATFOS,,http://www.platfos.com/
Play2Speak,https://www.linkedin.com/company/play2speak,http://www.play2speak.com/
Plurall,,http://plurall.network/
Pluralo,https://www.linkedin.com/company/11108468/,http://www.pluralo.com/
PointOFLAW,https://www.linkedin.com/company/pointoflaw,https://poflaw.se/
PointSwytch,https://www.linkedin.com/company/pointswytch,https://pointswytch.com/
Polariks,https://www.linkedin.com/company/polariks,https://www.polariks.com/
Polys,https://www.linkedin.com/company/polys-online-voting-systems,http://wwww.polys.me/
POMS Cloud,,http://pomscloud.ie/
Pony Scooter,https://www.linkedin.com/company/pony-scooter,https://www.ponyscooter.com/
Posibolt CloudⓇ,,http://posibolt.com/
Poupa Motors,https://www.linkedin.com/company/poupamotors,https://www.poupamotors.com.br/
POWER TO YOUR SEO,https://www.linkedin.com/company/powertoyourseo-english,https://powertoyourseo.com/
powerupp,https://www.linkedin.com/company/powerupp,http://www.powerupp.co/
PREDIXIT,https://www.linkedin.com/company/predixit,https://www.predix.it/
Pretit,https://www.linkedin.com/company/pretit,https://www.pretit.lt/
Privacy Audit,https://www.linkedin.com/company/privacyaudit,https://privacyaudit.me/
Probe.ly,https://www.linkedin.com/company/probe.ly,https://probely.com/
prodigi.studio,https://www.linkedin.com/company/prodigi-content,http://prodigi.studio/
ProdIntelligence,https://www.linkedin.com/company/prod-intelligence,https://www.prodintelligence.com/
Project Puzzle,https://www.linkedin.com/company/projectpuzzle,https://projectpuzzle.eu/
ProjectHealth,https://www.linkedin.com/company/eleks,https://labs.eleks.com/project-health
Promptly,https://www.linkedin.com/company/promptlyhealthanalytics,http://www.promptlyhealth.com/en/
PropCrowd,https://www.linkedin.com/company/propcrowd,https://www.propcrowd.com/
Propzie,https://www.linkedin.com/company/propzie,https://www.propzie.com/
ProvaShop,,http://provashop.com/en
PsicoAVR,https://www.linkedin.com/company/psicoavr,http://psicoavr.com.br/
Public Bloc,https://www.linkedin.com/company/public-bloc,https://www.publicbloc.io/
Pumponomics,https://www.linkedin.com/company/pumponomics,https://www.pumponomics.com/
